,min,max
0,-0.3933165371417999,0.792009659
1,-0.1666558682918548,0.3989449441432953
2,-2.831869607,3.3048512935638428
3,-0.4110070765018463,0.4788948595523834
4,-0.0705260261893272,1.121890625
5,-0.32985718,1.0009971857070925
6,-2.89373259,2.919044017791748
7,-0.514696452,0.7886654734611511
8,-0.7189618945121765,0.6692515015602112
9,-0.5166565179824829,0.5652493238449097
10,-1.270654559135437,6.48834751
11,-0.420063316822052,1.266855001449585
12,-0.232728787,2.260737607
13,-0.447783361,2.771356326
14,-0.2801759243011474,1.212727988
15,-0.112737385,3.416487443
16,-2.551737619,-0.265929171
17,-0.803789202,1.0550535917282104
18,-0.1473862379789352,3.430281258
19,-2.371130509,0.0025217283982783
20,-0.820416271686554,0.6466919779777527
21,-0.1923617124557495,0.4635382890701294
22,-0.4317408800125122,0.4705252945423126
