,min,max
0,-1.240673699,2.242722297
1,-0.9808411598205566,0.7963003516197205
2,-5.630041536,5.112119687
3,-1.736131191253662,0.9710485935211182
4,-1.5451651811599731,1.3399592638015747
5,-0.793605387210846,0.7441256046295166
6,-0.544745922088623,5.662528038024902
7,-0.173971340060234,1.658509373664856
8,-2.1110103130340576,1.117603421211243
9,-0.857981481,1.9847230911254885
10,-7.288627624511719,3.520186244
11,-1.5642380714416504,1.4818964004516602
12,0.0276038497686386,1.559417963027954
13,-0.9022055864334106,1.797806517
14,-0.3785373270511627,2.598878860473633
15,0.1633289903402328,1.0149415731430054
16,-0.4746664464473724,1.0013208389282229
17,0.278909587,1.0937867164611816
18,-0.6840229630470276,0.8864198327064514
19,-1.212457299232483,2.141040325164795
20,-0.6829314231872559,0.2723091244697571
21,-0.2759099900722503,0.5286996960639954
22,-1.314937710762024,1.102876901626587
23,-0.2598369717597961,0.3597455322742462
24,-2.2551424503326416,-0.1515288203954696
25,-0.2203252911567688,0.4161541163921356
26,-0.5373703837394714,0.2046768814325332
27,-3.8119983673095694,0.1505038738250732
28,-0.6392065286636353,0.1827282458543777
29,-1.201857566833496,0.3109293282032013
30,-4.7124342918396,-0.2084832042455673
31,-0.2580274045467376,0.5908727049827576
32,-0.7300848960876465,0.06928305
33,0.3822430968284607,1.224184274673462
34,0.4549888670444488,1.2828943729400637
