,min,max
0,-0.0966066047549247,0.5283613801002502
1,-0.276136040687561,0.7143813371658325
2,-6.206505716,0.225400638
3,-0.8990464806556702,0.121165836
4,-0.4247133135795593,0.4268848896026611
5,-0.154067536,0.6018874645233154
6,-0.964226482,3.0128469467163086
7,0.0138233471661806,0.4750368595123291
8,-0.712173331,1.3729491233825684
9,-0.2754436433315277,0.4817887544631958
10,-2.787977479,4.637135452
11,-0.3084307909011841,0.5439706444740295
12,-0.3115206360816955,0.1263729333877563
13,-0.0662579908967018,0.2559039294719696
14,-6.151378757,0.95947527885437
15,-0.5480306148529053,-0.0494013167917728
16,-0.802061693,0.4593157768249511
17,-0.1842680871486663,0.2046917080879211
18,-4.63825585,5.063462858
19,-0.591271796,0.927435908
20,-1.5769422054290771,0.013486002
21,-0.427375778,1.428470166
22,-0.3164872825145721,0.8497251272201538
23,-1.360378138,0.0394698157906532
24,-0.285304237,0.987461034
25,-4.270442962646484,1.107682668
26,-0.688444551,1.080321319
27,-0.5421172380447388,0.2882724106311798
28,-4.049784183502197,2.558408737182617
29,-0.5675523281097412,0.2458962798118591
30,-8.492151260375977,0.743445916
31,-0.4510907530784607,1.002157037
32,-0.5435405969619751,0.0069065410643815
33,0.020338566,5.218523025512695
34,-0.7241027355194092,-0.0857098177075386
35,0.021726673,0.9194450974464417
36,-0.000168821,0.9183553457260132
