,min,max
0,-2.48862890867474,2.9240867972893776
1,-3.038091156588489,1.8028061246694487
2,-1.7317631727958405,3.384835247011738
3,-2.3975018507464796,2.6013363751248164
4,-1.7663030643447473,2.5399730947675905
5,-5.357292624851446,1.7482491725528795
6,-2.978290715942141,1.825420236584201
7,-2.071294149826772,2.251460240158082
8,-2.1048301252025716,2.0641047516141393
9,-2.5248147595498773,1.5895957182443936
10,-2.370424530480723,2.2458983208561443
11,-3.5936527245425656,1.9399954180671721
12,-3.5360603020089605,2.144921652066362
13,-2.642385419333924,1.8237339134967974
14,-2.4942036857615566,2.1912416005341298
15,-3.0103741999882003,3.4428104399663777
16,-2.4702406674014057,2.8870772879181734
17,-1.82324196729761,4.0560487555390425
18,-2.73315592113577,2.8627673736877006
19,-6.8594557952051,2.4996020924212337
20,-2.333727425441299,2.390159354852858
21,-2.4665444512247854,2.2165884925429062
22,-1.5356339121679574,8.07699535728174
23,-2.143760093577418,4.683412708174548
24,-4.63042579611957,5.782396013255855
25,-1.9464190080306418,3.1107041868371312
26,-2.4142276856017792,2.602620267817536
27,-1.552812008087186,3.2050181804724485
28,-2.41070022080959,2.5461153502724767
29,-3.2372707368755638,5.618572815704056
30,-11.31827657602321,2.749169729127352
31,-3.337416909991347,3.5935888071262654
32,-3.2224657746671013,5.698943475648019
33,-2.1463784980555842,4.10547330310393
34,-2.3458016836396807,2.6335632277031418
35,-2.28290352602309,3.77478607452368
36,-4.90657274141976,2.3212875779741156
37,-2.473631074300114,2.175755898608726
38,-3.967269627798401,3.926076178119051
39,-1.7078585766691272,3.6155267584079396
40,-2.438806089106195,2.6476192780334955
41,-8.889736450174476,3.8250395093058165
42,-2.4489185375290607,2.630661055739387
43,-2.856537719629289,16.977527258212042
44,-2.371396823394857,2.738069559960297
45,-2.4870665062278743,2.637069116770545
46,-2.21093172973923,3.1276521653938687
47,-2.442368661169072,2.5445398991240573
48,-2.212519402778049,3.0618314574215457
49,-6.253387854753349,3.4609876912886484
50,-2.3590690959520466,2.5903702027747504
51,-6.002122883974821,3.4249735481417187
52,-2.2785206377004,13.264463474693724
53,-2.1241273872441364,2.434889496996586
54,-2.4299827929565385,2.1051837894631804
55,-1.721489479129532,4.779942384011241
56,-2.467813350051947,2.1890657064244734
57,-4.342707910268803,1.8849067937246846
58,-2.643703128746752,2.4439649617521084
59,-8.099875058544631,3.447037609448581
60,-1.5299169117868505,3.2803183899840382
61,-2.334723085577531,2.57905545675316
62,-2.37361021974506,2.582370734086339
63,-2.2365966649934634,3.73754680400896
64,-2.3994161853506784,2.4427593221696218
65,-2.268311610395732,7.283161359354446
66,-2.26777176576378,2.763289265867015
67,-4.261387046215952,8.548533794112991
68,-3.9354803918642505,1.8585314759101283
69,-2.6063249148766245,2.4473682898403095
70,-6.862726010580823,5.844814062352286
71,-2.2226899175383634,2.012153491692057
72,-2.8162074845325904,2.1985024353497393
73,-4.241397833230807,2.0029146935068995
74,-2.5062103275560976,4.771525055284722
75,-2.9079709585810023,7.015145131993215
76,-3.2567801224012043,2.3660194569966104
77,-3.257382898325515,2.046464820304836
78,-4.145294839628686,2.323960261129989
79,-2.3176155510796637,2.8190507692981717
80,-3.1160932734906766,1.8841953155634492
81,-2.532475799014277,5.1733907830493235
82,-3.921034606656677,2.2124094448609926
83,-2.3901807380096707,1.778425141633716
84,-5.531209867820686,5.583177943445258
85,-2.058116095756039,2.2249761943909836
86,-6.987494844955487,3.43720416848432
87,-5.192122492249828,2.250003363691896
88,-2.5875318334916293,2.7077361835803235
89,-2.7367010763234902,2.0598422780231753
90,-2.6913673844215054,4.760469371495154
91,-7.311450921376002,2.2636742442022344
92,-1.8455441147714893,4.832072034941811
93,-2.771441736266391,1.5811436232728644
94,-2.7852502392485503,1.7194719693557632
95,-2.061170006289717,3.2129697561896364
96,-5.789053203509192,2.336457490604784
97,-2.755288010707511,1.6788813143382033
98,-2.3085892843120437,1.6412618901725449
99,-2.4515283964768924,2.335164390882257
